hash,result,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
47daef729bd4001c2b485b68a4c2ccb7,sat,mp1-Nb7T44.cnf.xz,167.133,33.2201,33.3304,222.614,135.078,125.977,39.3855,116.861,29.4625,timeout,timeout,timeout,4.51994,137.539,41.6546,timeout,148.569,timeout,40.5894,8.61234,32.5107,6.05947,16.6087,54.7638,17.0884,32.9897,94.333,95.3097,97.2603,95.1746,75.2537,timeout,84.9269,82.6745,2.24328,2.98739,162.519,175.856,222.764,531.373,310.959,128.444,124.804,93.9038,117.68,142.041
4a6268945652964c9b86b7c15425c0fe,unsat,spg_330_400.cnf.xz,361.449,timeout,timeout,timeout,176.27,518.688,584.51,timeout,226.471,timeout,812.736,988.16,399.276,1201.56,3411.24,2179.4,150.957,timeout,timeout,2840.42,136.043,timeout,432.601,492.013,230.084,418.724,unverified,unverified,836.308,809.547,120.882,timeout,122.893,137.097,131.366,timeout,timeout,1805.15,701.067,timeout,785.109,1266.27,1988.65,timeout,1945.94,1471.87
4a669e0b7acaad9901925292aa5aeccd,unknown,143.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4a6a4f1f6c0d5adc639e823d1516ace5,unsat,at-least-two-traffic_f_unknown.cnf.xz,1049.91,932.007,931.052,1020.18,729.106,965.086,1109.98,899.263,983.335,1411.14,811.294,465.76,995.804,1048.14,227.037,238.341,249.614,191.948,401.302,219.961,205.327,267.481,253.516,250.419,260.609,240.144,unverified,unverified,251.276,248.058,334.652,191.793,206.14,330.479,496.291,279.422,312.213,262.341,272.407,208.217,308.083,293.994,471.995,357.377,334.624,456.527
4b65652b89a4cf69d9aaeba0aff08ffe,unsat,at-least-two-aaai10-planning-ipc5-pathways-17-step20.cnf.xz,485.384,382.712,392.62,506.247,359.381,429.824,409.353,419.442,326.521,2205.19,3695.52,191.919,458.464,398.669,181.247,191.251,289.186,133.979,214.543,147.284,128.357,262.012,171.155,193.863,146.925,440.857,unverified,unverified,688.816,698.78,430.561,294.325,195.431,261.555,337.223,326.106,795.669,467.334,1065.7,402.979,684.545,479.211,362.069,420.707,441.097,471.029
4ba2c1aa580b6497df6baf5e7e2c87be,sat,at-least-two-vmpc_28.cnf.xz,3194.17,2526.23,2551.83,4717.81,3537.93,3478.36,4887.99,timeout,3615.52,4039.66,568.273,1192.7,4427.43,3367.38,timeout,2058.52,timeout,1029.34,1457.69,3458.63,timeout,1670.59,1050.95,1809.57,1038.81,111.368,192.19,500.328,252.06,253.709,243.826,351.295,248.048,117.485,2407.95,697.521,563.518,283.27,153.099,148.815,113.478,4651.31,328.268,363.699,336.424,637.802
4bed9fdbef6375a8c390006131d4e29c,sat,sum_of_3_cubes_51_bits_80.cnf.xz,2836.58,timeout,timeout,timeout,timeout,timeout,380.157,timeout,timeout,timeout,timeout,timeout,743.205,timeout,117.827,timeout,62.2688,timeout,73.0198,67.7794,678.246,2304.98,timeout,942.129,558.498,108.238,2098.62,3300.38,1805.5,1832.42,4171.61,timeout,290.957,278.109,54.885,timeout,1572.14,1700.7,3618.31,timeout,55.6569,4113.68,609.753,903.216,408.843,634.652
4c6e57f5552d546278e192b6e332635a,sat,SE_PR_WS_500_16_70_10.apx_0.cnf.xz,4990.7,timeout,timeout,timeout,3406.45,timeout,1796.22,timeout,timeout,2850.2,4019.78,timeout,timeout,4480.31,2421.33,603.033,3205.66,154.661,578.419,2852.65,114.468,77.3702,1727.63,1062.93,1750.41,94.6965,219.392,2369.84,1632.73,1611.62,4913.21,1506.93,timeout,3653.15,timeout,136.156,1866.33,timeout,298.598,1160.49,711.802,3095.57,1402.62,226.875,350.35,1273.52
4d4cdde9fb75604e036fa38b786e5e5c,sat,b2005-p2-12x12c10h7-Ser7-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4ef35e8c7b387e8c2fff1f552a04e3a2,unsat,LABS_n068_goal001.cnf.xz,880.649,808.961,832.113,864.196,1049.19,1069.39,1150.3,1100.31,919.528,timeout,timeout,1219.21,854.549,984.541,1008.78,1157.13,1047.48,1866.68,975.538,912.747,923.771,1441.89,1108.11,1041.93,1117.34,1706.29,unverified,unverified,1991.24,1838.39,1672.41,1598.48,1780.81,1637.48,1422.05,1498.44,1977.18,1889.55,2138.44,1497.5,1748.32,1924.61,1852.61,2921.33,1880.71,1982.25
4fe36c662bbfba878bdc49f70bec1ead,unsat,vlsat2_44_545.cnf.xz,timeout,3870.21,3877.12,4886.96,timeout,timeout,timeout,4256.91,2070.73,timeout,timeout,1000.32,4955.23,2852.41,3900.64,3755.82,2347.36,2472.18,2558.87,4326.09,3079.7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
50468d740d0d9cd69c43e4122014d60e,sat,sted6_0x1e3-97.cnf.xz,90.9524,354.882,343.572,77.8207,694.496,48.3055,731.814,96.4002,91.467,193.265,929.527,851.322,349.808,160.078,103.076,480.29,823.029,1316.48,20.675,28.1158,44.4136,121.361,169.454,62.3025,169.891,283.381,267.614,520.294,427.608,421.702,571.011,159.72,580.674,579.302,428.791,127.563,427.503,890.295,769.557,201.213,637.113,1318.22,624.941,149.474,579.003,451.326
50d081a4b18eecdd0bc120f634d57a26,sat,randomG-n18-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
51925dbfcd5534b312265098fd439b12,unsat,bvsdiv_19.smt2.cnf.xz,1322.32,1181.05,1155.08,1211.03,1444.28,1606.67,1420.87,1481.3,1283.68,timeout,timeout,1825.74,1189.74,1588.3,1173.33,1434.64,1154.49,1152.93,1280.71,1358.33,1356.29,1453.45,1242.88,1761.77,1253.51,2616.04,unverified,unverified,2963.1,3532.33,3788.31,1526.22,3694.49,3703.52,1495.7,1608.21,2981.25,3622.49,3445.77,1891.2,2651.41,2886.99,2741.41,2599.64,2687.04,2668.69
519ec7e2da48149991957836b84dda06,unsat,crafted_n11_d6_c4_num14.cnf.xz,744.431,846.182,840.856,855.874,371.112,846.113,682.44,970.764,709.105,timeout,timeout,534.441,1395.03,596.662,745.677,524.097,704.663,481.9,676.366,634.924,605.791,625.421,508.644,423.645,390.364,527.923,unverified,unverified,1106.07,1082.09,952.568,1000.79,690.199,627.572,787.305,624.95,1012.78,1207.39,1168,651.048,1063.16,1091.8,3659.1,2472.57,682.702,958.793
51d9e3f41c95dfe6e1b73a525b8784be,sat,sted2_0x0-343.cnf.xz,4324.8,2784.34,2745.43,timeout,3973.15,timeout,4078.2,timeout,566.164,timeout,timeout,3922.85,timeout,timeout,2479.91,timeout,1307.94,timeout,3439.57,2088.04,1644.48,771.381,3533.75,2191.05,3607.01,1419.43,713.62,135.276,1393.24,1400.25,3382.69,618.69,660.296,1911.21,timeout,timeout,2297.77,359.735,723.378,229.105,2128.75,608.516,770.809,1093.46,139.382,681.911
52d591859e2047fa6c804d6424c55c74,unsat,satch2ways16.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3428.69,3495.07,timeout,timeout,timeout,3185.84,3329.63,timeout,timeout,2032.44,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
52d6e2f25ada36c0b802f544b084a140,unsat,20-100-lambda100-89_unsat.cnf.xz,340.633,301.612,290.437,348.988,404.288,365.108,357.183,370.446,343.141,timeout,timeout,864.445,380.387,329.89,716.262,556.029,540.994,320.269,516.556,724.076,696.689,604.423,772.387,2055.14,787.501,468.099,unverified,unverified,494.83,476.18,826.825,757.79,537.303,604.995,871.947,789.484,473.083,625.352,459.758,420.781,517.973,614.699,491.7,450.97,562.555,348.015
53c21f3e78f060883026b5a12ba691d8,sat,maximum_constrained_partition_14_bits_n200.cnf.xz,130.043,11.0608,11.0516,18.7703,90.5178,56.9433,58.2085,66.7173,100.507,49.7586,217.687,67.9712,5.31532,19.0868,7.07141,68.8045,98.7602,62.4743,13.6252,122.243,21.4861,43.9532,11.5238,54.0677,95.154,20.3244,37.4933,167.122,54.3542,53.9381,13.7507,26.2071,46.0776,44.8455,29.815,21.3451,64.4207,31.2432,42.1628,13.8069,29.5407,51.0832,14.2232,28.9253,14.0015,88.0042
54abc3873dfe2570d3f5b7d3b712fa85,unsat,14pipe_q0_k.cnf.xz,1109.22,1214.53,1213.52,1086.95,timeout,1100.2,timeout,1323.79,1180.12,timeout,timeout,2274.64,timeout,955.317,4804.91,892.323,1061.74,460.899,4452.85,4089.91,3862.95,839.591,timeout,timeout,timeout,timeout,timeout,timeout,4378.05,4401.95,4157.99,3424.44,3206.5,3626.14,1684.76,1471.48,timeout,timeout,timeout,timeout,timeout,timeout,4829.25,timeout,4909.71,timeout
557d7d4db5399188f62bc39598c6d868,sat,mp1-Nb7T46.cnf.xz,112.776,116.289,115.213,12.0101,35.1947,111.851,196.399,53.0009,111.479,timeout,timeout,timeout,474.147,193.63,162.259,2778.01,24.1725,1054.1,9.19234,3.47233,10.8407,79.311,10.888,34.9622,11.2243,53.5055,108.583,108.964,109.029,109.915,76.7108,timeout,82.6451,95.8357,33.4593,1.22435,136.293,133.697,175.525,460.2,47.9103,97.3601,86.8578,142.133,133.547,112.063
5584cc467c09d0cab489238275c2b92e,sat,sp5-21-15-one-stri-tree-noid.cnf.xz,478.268,72.7646,73.3204,30.7435,120.994,697.031,537.383,771.181,781.505,4395.87,3953.64,555.894,90.3202,61.6961,88.2284,178.548,69.6836,9.84111,167.497,116.988,754.604,12.7197,14.259,1586.94,14.0538,68.3556,442.254,197.31,81.7126,82.8769,869.129,313.527,156.436,424.77,243.242,243.437,885.71,493.773,611.936,209.379,497.898,521.239,275.769,188.728,370.787,268.511
5593b61a1be6e0598236534041e71e74,unsat,spg_420_350.cnf.xz,204.947,435.419,441.972,195.526,438.935,387.869,1802.74,525.74,178.987,728.362,2446.7,390.765,177.099,245.046,229.917,840.505,689.228,58.2534,45.5905,46.9926,44.0059,151.939,3646.06,104.199,544.816,1849.35,unverified,unverified,164.179,175.195,602.474,96.1078,574.903,247.053,168.107,135.139,493.209,308.869,207.11,215.148,110.361,216.353,384.224,timeout,306.111,765.086
564a68fffd2affabc1586d24a07b6c16,unsat,Mycielski-11-hints-2.cnf.xz,1368.8,1098.84,1070.05,1444.14,963.434,1358.16,2343.45,1544.8,1181.16,2747.88,timeout,451.127,1704.41,1318.23,552.326,553.514,463.577,601.028,575.866,556.946,483.887,473.562,840.693,797.093,753.781,268.227,unverified,unverified,307.106,307.295,292.157,291.822,302.343,291.515,699.755,633.681,342.842,318.891,359.412,269.782,267.458,284.178,341.957,310.715,373.396,310.187
5696ebc151f271257ba3a98782667932,unsat,string_compare_safety_cbmc_unwinding_780.cnf.xz,1414.16,1025.42,1025.73,1105.2,945.797,980.971,1585.36,1427.1,1220.24,timeout,timeout,2377.3,793.443,1081.32,1336.53,1307,1080,956.146,1304.29,1154.65,1331.57,1386.58,1658.42,1642.19,1843.6,1526.34,unverified,unverified,3333.28,3022.24,2250.92,2856.5,2056.75,2507.39,3737.5,3302.38,3227.81,3696.79,3946.66,4413.03,2420.88,3263.5,3796.33,3514.44,4032.84,4570.68
57ed70b2b94469babf71c5ee4290800e,sat,edit_distance025_448.cnf.xz,713.056,timeout,timeout,timeout,timeout,1042.49,timeout,1305.43,3919.96,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2338.02,timeout,timeout,1260.49,timeout,2513.24,1794.28,3268.11,1825.49,651.254,1486.47,1834.75,414.205,420.836,1692.66,timeout,4202.47,4921.77,3962.91,3841.84,1126.5,1666.57,1856.71,1850.46,519.495,558.001,1158.07,595.3,300.735,2401.6
587ac25d93492c61eebb72cb258ba173,unsat,mp1-blockpuzzle_5x10_s5_free3.cnf.xz,247.529,207.58,207.067,340.242,600.016,326.018,2204.34,311.684,296.778,753.939,1322.58,136.076,316.964,276.864,240.728,185.29,147.908,106.842,235.084,227.846,228.859,170.027,276.878,271.934,279.476,93.3125,unverified,unverified,110.219,110.499,85.5063,80.1751,87.3371,91.2855,54.0721,57.0801,212.716,189.765,169.919,123.972,122.7,1731.43,94.5741,94.2541,91.3487,80.5227
58c58e6d9e00166bbeb845cd8d1f7ea8,sat,b2005-p4-14x14c17h9-Ser8-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
594129eb92220cd847e7073b03840458,unsat,9dlx_vliw_at_b_iq5.cnf.xz,214.162,237.79,233.975,206.875,467.612,214.443,992.047,251.262,218.853,timeout,timeout,600.574,1521.26,224.713,1612.96,363.309,264.743,138.527,1628.71,1213.36,1745.87,229.42,1547.5,timeout,1252.37,unverified,unverified,unverified,unverified,unverified,717.999,2648.66,672.803,663.069,374.351,400.107,unverified,unverified,unverified,unverified,unverified,unverified,672.385,788.483,673.906,813.026
5952b9f18b73dabb531c60e3ac85d26f,unsat,ctl_4291_567_9_unsat.cnf.xz,757.197,506.743,499.438,648.046,664.648,666.108,687.979,798.871,685.83,3604.02,3500.59,685.899,753.643,720.065,759.679,676.898,650.508,555.929,814.639,879.715,837.49,735.67,488.907,644.158,510.479,733.759,unverified,unverified,777.585,792.58,768.853,510.394,693.978,777.9,664.087,670.911,926.75,875.43,781.684,616.531,727.424,678.696,725.959,721.455,895.042,778.856
59753830b55e81ed5e8a59609fdd4305,sat,b2005-p5-12x12c10h7-Ser5-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5a7042323ef6e8a5c06845289e668def,sat,sted1_0x0-637.cnf.xz,819.374,2269.96,2264.16,841.042,610.504,3492.19,35.489,172.151,3867.87,3983.61,timeout,2141.3,827.189,738.682,4028.7,985.622,2798.62,4340.77,2167.51,4800.72,2186.28,1065.31,2449.99,1452.26,1797.99,1206.01,1517.77,988.949,1205.57,1212.63,1131.37,690.502,1280.19,191.204,128.801,1657.83,764.86,513.369,802.911,878.786,944.298,1285.8,1649.4,1789.4,2028.71,497.902
5a9ce84a8725164c40c90d2eb420bad9,sat,sted5_0x0_n90-157.cnf.xz,1076.72,136.797,138.518,705.525,2561.39,730.53,3539.21,92.4022,289.145,timeout,timeout,1071.98,2155.61,2014.02,366.307,1540.66,2452.31,1007,684.052,34.8091,240.361,622.756,944.424,188.611,3317.18,3120.37,686.734,736.257,2038.87,1994.93,1079.99,1443.03,timeout,215.935,2590.93,1825.96,185.441,1226.29,2808.6,915.691,812.785,296.868,333.002,338.698,1869.94,371.708
5b4b384351127c913bd3941bc63f790f,unknown,quad_res_r35_m36.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5bc585c5aaba7f9f8faae4cfd1e6b5e8,sat,sted4_0x0_n159-185.cnf.xz,836.626,588.771,622.454,3422.29,602.708,957.028,548.864,103.378,3273.3,4654.67,timeout,1982.26,1052.92,3601.7,140.283,2986.33,797.1,4806.85,55.7948,853.2,133.131,161.867,298.976,884.881,807.53,159.88,256.656,361.714,479.469,205.099,480.8,913.923,155.589,316.61,132.077,206.572,1997.63,453.216,329.783,658.716,636.25,171.13,1695.16,1429.48,2040.71,334.752
5c34b6844ed6a3fc57dccfc414af2851,unsat,SC21_Timetable_C_136_E_36_Cl_9_S_15.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5cd4201889cc2a8764ee86def29d8ffa,sat,UCG-20-10p1-sc2009.cnf.xz,822.875,705.695,725.697,644.198,555.338,637.339,645.881,993.306,951.034,2147.85,2948.09,490.082,497.714,791.389,733.228,711.496,465.728,451.293,207.634,478.997,426.786,437.9,404.746,336.256,351.66,354.875,842.451,707.586,661.679,726.468,579.351,891.146,636.825,650.291,778.347,605.697,787.687,687.943,669.962,1131.02,1015.5,791.575,920.561,1102,833.755,814.743
5e933a625099cc1ec6a8299a7848a2ae,sat,Kakuro-easy-112-ext.xml.hg_7.cnf.xz,524.798,139.138,139.036,1075.6,203.361,316.012,848.774,444.554,452.913,1341.08,1966.66,699.109,154.835,1228.2,538.073,1043.66,48.2629,574.98,98.0837,71.8773,77.5021,201.909,159.727,215.408,171.708,222.734,419.875,404.699,311.864,314.113,183.055,437.182,235.121,204.559,465.411,147.672,363.226,296.022,276.962,253.81,576.765,390.887,494.42,448.284,601.333,464.488
5ea9d54e4eb8eeab1ff058471b9c83ca,sat,sp4-33-one-nons-flat-noid.cnf.xz,79.5938,92.1628,91.9427,61.5932,14.8096,4.35437,15.6955,137.896,100.998,283.168,4294.95,35.9004,41.284,148.938,54.0566,117.387,116.931,5.13083,171.179,64.9055,80.058,12.36,2.08278,55.4981,1.09297,61.7613,122.768,72.7392,102.924,104.092,78.9549,179.571,80.4876,58.4708,0.123518,67.2366,22.0249,110.905,350.483,77.7084,164.164,26.6467,0.18224,0.181538,0.181622,0.181911
5ee05ef0bcb42cb12bd698978c05178c,unsat,mp1-bsat201-707.cnf.xz,912.065,638.143,614.199,1056.34,795.192,2287.86,1328.2,1548.58,985.992,1030.97,389.457,471.555,1003.22,1259.36,1574.27,1655.59,1248.5,1205.02,1405.83,1492.01,1023.47,2370.07,913.94,648.194,921.775,306.369,unverified,unverified,649.58,641.19,560.425,194.195,545.178,548.518,2191.61,2521.38,844.672,651.663,730.15,223.675,655.62,926.2,592.645,646.33,389.79,492.757
5f0edef6cc45f7e7157c4b3dee4cb88a,unsat,string_compare_safety_cbmc_unwinding_630.cnf.xz,621.029,744.611,761.525,615.448,688.306,621.117,1039.38,1015.26,691.377,timeout,timeout,1427.67,555.074,643.416,747.502,920.764,552.067,518.05,878.411,703.431,678.614,800.332,1008.06,1578.87,1228,1143.29,unverified,unverified,2480.35,2598.18,1587.39,2878.11,1403.91,1163.78,4355.13,2169.02,2101.29,2427.19,2549.11,3426.62,2196.26,2319.63,2417.96,2437.29,2400.13,2375.72
5f46b414cc65b2e992e59f49d1f02be1,unsat,satch2ways12wu.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,897.469,701.248,173.714,timeout,timeout,40.3741,39.3189,41.2034,36.2965,30.1417,30.8593,26.9793,13.4973,27.8484,58.0607,34.2785,119.16,unverified,unverified,259.93,264.383,83.6472,147.946,92.6462,93.8885,9.33518,46.6445,115.911,108.306,94.4563,75.8034,111.778,40.3739,128.395,95.9869,177.191,92.5919
5fb0d1f02c02c6a7fb485707b637d7e4,unsat,bvsub_12973.smt2.cnf.xz,1912.83,4352.5,4350.34,timeout,1424.34,789.946,1042.05,2408.06,1083.51,timeout,3707.82,1862.02,2069.56,814.093,587.763,1289.55,666.926,1182.04,1231.83,1184.6,1148.35,1141.4,713.422,555.709,805.506,2109.64,unverified,unverified,1446.28,1494.13,1336.37,3356.61,1741.73,1377.01,826.389,2607.26,1414.47,1087.98,1216.82,2126.34,1669.01,1372.42,1972.76,2362.13,1987.51,2117.75
603a2d6f8962be577c6609e70296b8ee,unsat,string_compare_safety_cbmc_unwinding_940.cnf.xz,1655.41,1623.13,1619.2,1918.13,1241.55,1694.55,2575.43,2140.32,1622.91,timeout,timeout,3727.85,1467.8,1581.49,1757.01,1991.4,1605.83,1415.98,1897.16,2055.19,1712.57,2050.48,2591,2963.34,2385.57,3269.45,timeout,unverified,4532.83,4500.3,3267.19,4669.31,3644.84,3546.29,timeout,4587.8,4679.36,timeout,timeout,timeout,3350.77,4304.4,timeout,timeout,timeout,timeout
606bd8b9c178c8445d8c3fc413d46885,unsat,mp1-klieber2017s-1000-024-eq.cnf.xz,204.189,195.777,189.032,214.842,217.031,192.822,653.665,235.746,211.258,timeout,timeout,3356.63,3855.95,141.677,2966.82,166.712,180.943,124.244,2961.39,3226.99,2988.47,205.609,195.511,4600.8,143.315,3810.13,unverified,unverified,3423.48,4118.59,2746.57,2085.27,3201.68,2809.42,70.923,82.1795,3626.44,2217.31,4241.31,2511.1,3606.97,2438.19,4410.53,4007.96,4071.56,4653.6
60e3c2ba930b94c6b300ceeaf0ea5831,sat,20-100-frag12-0_sat.cnf.xz,544.268,405.127,405.911,572.918,381.741,379.752,676.745,953.737,334.27,4214.11,2890.64,114.02,430.122,592.255,597.714,819.492,801.735,784.686,300.19,582.343,696.948,227.54,520.985,150.397,541.357,216.057,320.226,253.887,159.936,159.704,160.852,400.579,278.188,201.986,469.149,531.236,209.632,261.825,451.554,387.738,253.134,426.981,365.296,303.918,284.335,309.399
613be3fce8fa3e517d10e292f0a2542d,unsat,string_compare_safety_cbmc_unwinding_690.cnf.xz,967.98,700.463,704.576,889.271,947.773,869.949,1196.96,934.651,937.729,timeout,timeout,1580.74,843.674,1075.93,856.959,1017.57,790.879,785.214,851.672,1019.54,900.726,976.744,1256.6,1644.46,1540.64,1835.78,unverified,unverified,2388.26,2585.48,1944.95,2638.6,1956.76,1616.86,3201.8,3019.7,2856.48,2904.57,3117.83,3338.02,2440.51,2518.11,3497.61,3225.48,3152.33,3170.63
6221b4044bdfe3bf23f4c3390852767c,unsat,mp1-klieber2017s-1000-023-eq.cnf.xz,897.705,352.325,341.165,870.334,1024.03,880.339,1240.84,1143.36,816.198,timeout,timeout,1740.8,1907.68,467.558,1522.13,294.018,399.5,181.392,1353.16,1519.55,1407.54,576.923,426.887,3055.78,338.605,2118.57,unverified,unverified,2089.4,2744.31,2309.97,1265.26,2160.35,2325.28,173.935,144.365,2280.25,2461.23,2845.59,1445.55,1756.55,2070.95,1856.29,1820.39,1977.95,1865.55
62269a9d08e3592f3fd7e2c8af1e3fe9,unsat,pb_300_10_lb_06.cnf.xz,61.9692,71.3354,68.861,71.1531,65.0514,65.8905,85.8255,79.8067,71.1952,350.827,501.395,121.257,70.2244,71.1568,53.6894,38.4976,42.4723,30.157,58.7346,49.7105,48.9895,46.5364,57.2859,49.5378,60.5119,65.3937,unverified,unverified,85.7156,85.6901,50.074,75.2339,49.8159,52.5003,48.8281,53.3466,92.2855,79.1879,80.9354,89.8047,112.849,84.8382,76.6868,86.5825,81.5433,79.9624
62608c18d84e69d2b71f0048f6cb80be,sat,ex045_7.cnf.xz,589.182,4015.1,3998.19,1137.41,1517.63,4377.98,1945.25,1487.3,1610.16,timeout,timeout,480.912,367.122,timeout,495.668,2257.05,681.205,timeout,384.23,1170.9,498.89,346.764,893.089,521.154,818.653,105.062,2868.49,2786.7,3799.8,3719.03,2500.56,966.921,1690.01,2465.93,818.976,1240.81,2106.79,4016.98,2873.22,862.131,309.356,timeout,792.981,1201.11,1633.85,1746.7
65138afdf7eb054be5131f2b0de84369,unsat,satch2ways12u.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1416.39,1037.65,160.594,timeout,timeout,38.3478,44.3715,40.4773,35.7871,28.3599,47.5104,25.8311,17.4339,28.7797,27.9154,25.7211,93.4731,unverified,unverified,287.355,287.538,83.2883,77.4679,88.8146,100.99,31.6381,82.7637,126.724,126.46,142.456,79.1437,83.0651,186.49,82.5995,114.599,111.416,122.303
6598c721af124c67457841260ea66462,unsat,MVD_ADS_S7_6_6.cnf.xz,1.73731,2.22043,4.30978,1.74925,1.87207,352.515,3708.58,1.75428,1.98789,timeout,timeout,1.38467,1.65078,1.91386,1.43357,1.35289,1.50872,1.87161,1.44717,1.45772,1.3459,1.39863,2.34156,3.84834,2.34138,1414.29,1407.59,1433.42,1697.65,1708.2,1370.91,1433.28,1375.3,1359.08,556.827,480.891,1500.88,1499.24,1543.55,1461.67,1434.13,timeout,1504.95,1500.73,1494.57,1492.64
65a5bf7228eb1d89159bc7aa431931b9,unsat,puzzle44_unsat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
65ff91568676064c74212779c46f6943,unsat,rphp4_080_shuffled.cnf.xz,1808.78,1990.37,1965.33,1684.15,658.063,1464.05,1379.11,1897.68,1655.44,timeout,timeout,timeout,4140.94,1472.88,3230.64,2285.3,1728.93,1186.6,3269.5,3575.5,4133.2,1940.98,780.976,1497.19,777.255,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3335.49,3018.05,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
